pmc_name,name,street_address,city,zip5,source,APN,total_units,assessed_value,landuse_label,SITUS_COMM
AMC,Artisan,1601 Broadway,San Diego,92101,apartments.com,5343600500,265,109752000,,SAN DIEGO
AMC,Echo Pointe,4300 Echo Ct,La Mesa,91941,apartments.com,4994810600,4,1505583,Multifamily 2-4,LA MESA
AMC,Hillside Terrace Apartments,3262 College Pl,Lemon Grove,91945,apartments.com,4790623300,150,15382829,Apartment 61+,LEMON GROVE
AMC,Lakeview Village,3115 Sweetwater Springs Blvd,Spring Valley,91977,apartments.com,,,,,
AMC,Outlook at Mission Valley,8360 Phyllis Pl,San Diego,92123,apartments.com,6773603300,2,8361307,,SAN DIEGO
AMC,The Commodore,200 E 31st St,National City,91950,apartments.com,5622524500,92,22880465,Apartment 61+,NATIONAL CITY
AMC,Trolley Palm,4302 Palm Ave,La Mesa,91941,apartments.com,4990203700,75,24084114,Apartment 61+,LA MESA
Alfred,Winslow,4353 Park Blvd,San Diego,92103,apartments.com,4453102100,379,183151719,,SAN DIEGO
Allen Properties,Courtyard on 68th,4823 68th St,San Diego,92115,apartments.com,4682602400,38,13146625,Apartment 16-60,SAN DIEGO
Aperto Property Management,Meadowbrook,7784-7844 Paradise Valley Rd,San Diego,92139,apartments.com,5861021400,208,29008824,Apartment 61+,SAN DIEGO
Atlantic Pacific Companies,Cresta Bella,11035 Via Livorno,San Diego,11035,apartments.com,3130600500,368,89166117,Apartment 61+,SAN DIEGO
Atlantic Pacific Companies,River Run Village,2225-2295 River Run Dr,San Diego,92108,apartments.com,,,,,
Atlantic Pacific Companies,The Courtyards Pacific Village,10977 Pacific Point Pl,San Diego,10977,apartments.com,,,,,
Atlantic Pacific Companies,The Hills,15095 Via Hondonada,San Diego,15095,apartments.com,,,,,
Atlantic Pacific Companies,The Villas at Camino Bernardo,11203 Paseo Montanoso,San Diego,11203,apartments.com,3133014000,344,39829482,Apartment 61+,SAN DIEGO
AvalonBay,AVA Balboa Park,3288 5th Ave,San Diego,92103,apartments.com,4525553400,97,43300000,,SAN DIEGO
AvalonBay,AVA Pacific Beach,3883 Ingraham St,San Diego,92109,apartments.com,4234231300,506,211482177,Apartment 61+,SAN DIEGO
AvalonBay,eaves Rancho Penasquitos,10024 Paseo Montril,San Diego,10024,apartments.com,3150703900,250,67711037,Apartment 61+,SAN DIEGO
Avenue5 Residential,Ariva,4855 Ariva Way,San Diego,92123,apartments.com,3692209600,126,38501236,Apartment 61+,SAN DIEGO
Avenue5 Residential,Simone Little Italy,1401 Union St,San Diego,92101,apartments.com,5333430500,395,236100000,Apartment 61+,SAN DIEGO
Avenue5 Residential,The Summit at Point Loma,3950-3950 Leland St,San Diego,92106,apartments.com,4497902400,114,23397142,Apartment 61+,SAN DIEGO
Avenue5 Residential,Treehouse,2525 1st Ave,San Diego,92103,apartments.com,5330910300,107,7472956,Apartment 61+,SAN DIEGO
Avenue5 Residential,VAYA on Axia,1910 Axia Way,Chula Vista,91915,apartments.com,6430606900,278,31730000,Apartment 61+,CHULA VISTA
Avenue5 Residential,Vive Luxe,4890 Sunroad Centrum Ln,San Diego,92123,apartments.com,3692301500,442,194431112,Apartment 61+,""
Avenue5 Residential,Vive on The Park,8725 Ariva Ct,San Diego,92123,apartments.com,3692301700,302,98486750,Apartment 61+,SAN DIEGO
Berkshire,The Rey,801 A St,San Diego,92101,apartments.com,5340660800,478,174094190,,SAN DIEGO
Blackstone,Hidden Cove,910 Del Dios Hwy,Escondido,92029,apartments.com,2350904000,204,19668758,Apartment 61+,ESCONDIDO
Blackstone,Mariners Cove,4392 W Point Loma Blvd,San Diego,92107,apartments.com,4498673500,10,2867583,Apartment 5-15,SAN DIEGO
Bob Cota Realty,Casa de Palomar Apartments,225 Palomar St,Chula Vista,91911,apartments.com,6192221100,80,14777136,Apartment 61+,CHULA VISTA
Bob Cota Realty,Crestview Apartments,4515 3rd St,La Mesa,91941,apartments.com,4946302000,50,4562129,Apartment 16-60,LA MESA
Bob Cota Realty,Plaza Del Rey,900 E 12th St,National City,91950,apartments.com,5610110600,15,6568876,Apartment 5-15,NATIONAL CITY
Bob Cota Realty,Pomerado Gardens Apartments,12330 9th St,Poway,12330,apartments.com,3170213300,36,3452056,Apartment 16-60,POWAY
Bob Cota Realty,Rolando Place Apartments,4747-4759 67th St,San Diego,92115,apartments.com,4683303300,9,5097960,Apartment 5-15,SAN DIEGO
Bob Cota Realty,Sea Vale Bluff Apartments,671 Sea Vale St,Chula Vista,91910,apartments.com,5653001100,21,5439221,Apartment 16-60,CHULA VISTA
Bridge Property Management,Colonnade at Fletcher Hills,2700 Chatham St,El Cajon,92020,apartments.com,4813102300,42,15429969,Apartment 16-60,EL CAJON
Bridge Property Management,Cove La Mesa,7400 Parkway Dr,La Mesa,91942,apartments.com,4644800400,133,46744831,Apartment 61+,LA MESA
Bridge Property Management,Forest Park at Fletcher Hills,1210-1250 Petree St,El Cajon,92020,apartments.com,4824200300,158,58449156,Apartment 61+,EL CAJON
Bridge Property Management,Palmilla,5474 Reservoir Dr,San Diego,92120,apartments.com,4635902700,117,30957558,Apartment 61+,SAN DIEGO
Bridge Property Management,Parkway Club,1237-1237 Graves Ave,El Cajon,92021,apartments.com,4830812700,224,74284560,Apartment 61+,EL CAJON
Brookfield Properties,The Merian,601 11th Ave,San Diego,92101,apartments.com,2360910400,428,270797433,Single Family,ESCONDIDO
CONAM Management Corporation,,1515 S Melrose Dr,Vista,92081,direct,1690110500,184,38957020,Apartment 61+,VISTA
CONAM Management Corporation,,2603 Jefferson St,Carlsbad,92008,direct,1551704800,44,19679090,Apartment 16-60,CARLSBAD
CONAM Management Corporation,,4380 Alvarado Canyon Road,San Diego,92120,direct,4613202800,103,11489797,Hotel/Motel,SAN DIEGO
CONAM Management Corporation,,1768 Java Way,Chula Vista,91915,direct,,,,,
CONAM Management Corporation,,6711 Torenia Trail,San Diego,92130,direct,,,,,
CONAM Management Corporation,,3229 Mission Cove Way,Oceanside,92054,direct,,,,,
CONAM Management Corporation,,1901 Cassia Road,Carlsbad,92011,direct,2150202500,157,48528507,Apartment 61+,CARLSBAD
CONAM Management Corporation,,4795 Frazee Rd,Oceanside,92057,direct,,,,,
CONAM Management Corporation,,6591 Rancho del Sol Way,San Diego,92130,direct,3051220900,32,4300741,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,3610 Harding Street,San Diego,92127,direct,,,,,
CONAM Management Corporation,,15051 Junipers Drive,San Diego,92129,direct,,,,,
CONAM Management Corporation,,12509 Oak Knoll Road,Poway,92064,direct,,,,,
CONAM Management Corporation,,5052 Hilltop Drive,San Diego,92102,direct,5425620300,1,349360,Single Family,SAN DIEGO
CONAM Management Corporation,,12979 Community Road,Poway,92064,direct,3174802000,72,6731393,Apartment 61+,POWAY
CONAM Management Corporation,,4254 Corte Sol,Oceanside,92056,direct,,,,,
CONAM Management Corporation,,1231 Medical Center Drive,Chula Vista,91911,direct,,,,,
CONAM Management Corporation,,1475 Oak Drive,Vista,92084,direct,1730630900,76,10172999,Apartment 61+,VISTA
CONAM Management Corporation,,1600 W Ninth Ave,Escondido,92029,direct,2325421300,132,10389635,Apartment 61+,ESCONDIDO
CONAM Management Corporation,,6950 Levant Street,San Diego,92111,direct,7602169800,127,17923002,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,2965 Luiseno Way,Carlsbad,92010,direct,1670405800,64,10601378,Apartment 16-60,""
CONAM Management Corporation,,5858 Mt. Alifan Street,San Diego,92111,direct,4198200700,53,5436867,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,2357 S. Santa Fe,Vista,92083,direct,2170820800,0,6242400,,VISTA
CONAM Management Corporation,,4470 Alvarado Canyon Rd.,San Diego,92120,direct,4613202300,0,1736303,,SAN DIEGO
CONAM Management Corporation,,2645 Ulric Street,San Diego,92111,direct,4317200200,96,9937068,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,3690 Del Sol Blvd,San Diego,92154,direct,6302801900,1,2307512,,SAN DIEGO
CONAM Management Corporation,,240 Landis Avenue,Chula Vista,91910,direct,5680431400,33,3737399,Apartment 16-60,CHULA VISTA
CONAM Management Corporation,,373 S. Willie James Jones Avenue,San Diego,92113,direct,5482414400,27,1596747,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,4200 Texas Street,San Diego,92104,direct,4455223400,1,972000,Single Family,SAN DIEGO
CONAM Management Corporation,,525 E Camden Avenue,El Cajon,92020,direct,4883342600,70,7177279,Apartment 61+,EL CAJON
CONAM Management Corporation,,1453 4th Avenue,San Diego,92101,direct,5334510200,0,0,,SAN DIEGO
CONAM Management Corporation,,815 Civic Center Drive,Vista,92084,direct,1753233300,30,0,Apartment 16-60,VISTA
CONAM Management Corporation,,260 N. Midway Drive,Escondido,92027,direct,2310923900,200,30068440,Apartment 16-60,ESCONDIDO
CONAM Management Corporation,,444 East Fourth Avenue,Escondido,92025,direct,2294800900,132,13749461,Apartment 61+,ESCONDIDO
CONAM Management Corporation,,13455 Poway Creek Road,Poway,92064,direct,3174817400,0,0,,POWAY
CONAM Management Corporation,,601 Telegraph Canyon Road,Chula Vista,91910,direct,6390806100,183,52579533,Apartment 61+,CHULA VISTA
CONAM Management Corporation,,1055 Ninth Ave,San Diego,92101,direct,7602140400,156,19686112,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,16775 Saintsbury Glen,San Diego,92127,direct,6786201102,1,962402,Condo,SAN DIEGO
CONAM Management Corporation,,4422 Euclid Avenue,San Diego,92115,direct,4711912000,1,1734000,,SAN DIEGO
CONAM Management Corporation,,4029 43rd Street,San Diego,92105,direct,4714511900,1,1485690,,SAN DIEGO
CONAM Management Corporation,,1500 Orange Place,Escondido,92025,direct,2362238700,906,1297170852,Apartment 16-60,""
CONAM Management Corporation,,1260 Calle Jules,Vista,92084,direct,1732503500,26,2488704,Apartment 16-60,VISTA
CONAM Management Corporation,,2155 Corte Vista,Chula Vista,91915,direct,6436300100,150,28671804,Apartment 61+,CHULA VISTA
CONAM Management Corporation,,1194 Hollister Street,San Diego,92154,direct,6340107300,0,0,,SAN DIEGO
CONAM Management Corporation,,4050 University Avenue,San Diego,92105,direct,4547722600,1,2297358,,SAN DIEGO
CONAM Management Corporation,,4372 Home Avenue,San Diego,92105,direct,5410601200,0,392234,,SAN DIEGO
CONAM Management Corporation,,3795 Florida Street,San Diego,92104,direct,4530125800,83,12812651,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,6240 Mission Gorge Road,San Diego,92120,direct,4585222500,74,9918002,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,7785 Mission Gorge Road,San Diego,92120,direct,4563100900,90,12009293,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,13414 Community Road,Poway,92064,direct,3171015300,56,5998231,Apartment 16-60,POWAY
CONAM Management Corporation,,624 12th Street,Imperial Beach,91932,direct,6262301600,15,2704296,Apartment 5-15,IMPERIAL BEACH
CONAM Management Corporation,,515 13th Street,San Diego,92101,direct,2361610700,1,2209161,,ESCONDIDO
CONAM Management Corporation,,13370 Torrey Meadows Drive,San Diego,92129,direct,3060412900,76,12006225,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,13098 Poway Road,Poway,92064,direct,3171015500,44,6636793,Apartment 16-60,""
CONAM Management Corporation,,641 North Vulcan,Encinitas,92024,direct,2561005500,20,5339358,Apartment 16-60,ENCINITAS
CONAM Management Corporation,,1150 Quail Gardens Drive,Encinitas,92024,direct,2573911400,1,681097,Single Family,ENCINITAS
CONAM Management Corporation,,4321 52nd Street,San Diego,92115,direct,7602241700,88,8506529,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,1290 Keeler Court,San Diego,92113,direct,5511502200,71,7765259,Apartment 61+,""
CONAM Management Corporation,,6984 Torrey Santa Fe Road,San Diego,92129,direct,3063624500,26,3921797,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,2122 Burdock Way,Chula Vista,91915,direct,,,,,
CONAM Management Corporation,,315 Walnut Avenue,Carlsbad,92008,direct,2041322800,64,9406377,Apartment 61+,CARLSBAD
CONAM Management Corporation,,201 Country Club Lane,Oceanside,92054,direct,1482910400,90,17262738,Apartment 61+,OCEANSIDE
CONAM Management Corporation,,501 South Santa Fe Avenue,Vista,92083,direct,7601844700,8,856616,,VISTA
CONAM Management Corporation,,360 Chestnut Ave,Carlsbad,92008,direct,2041320300,23,5009397,Apartment 16-60,CARLSBAD
CONAM Management Corporation,,173 Durian St,Vista,92083,direct,1661103900,48,7864564,Apartment 16-60,VISTA
CONAM Management Corporation,,3810 Winona Avenue,San Diego,92105,direct,4717022800,68,12240000,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,355 Pine Avenue,Carlsbad,92008,direct,2041322600,31,4418829,Apartment 16-60,CARLSBAD
CONAM Management Corporation,,3634 College Blvd,Oceanside,92056,direct,4735600900,1,303329,Single Family,SAN DIEGO
CONAM Management Corporation,,3820 43rd Street,San Diego,92105,direct,4715513400,30,4447015,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,4079 Messina Drive,San Diego,92113,direct,5473700300,21,4106421,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,1435 Imperial Avenue,San Diego,92101,direct,5356141000,63,7207166,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,8729 Graves Ave,Santee,92071,direct,3841420300,160,34211747,Apartment 61+,SANTEE
CONAM Management Corporation,,235 Via Pelicano,Oceanside,92057,direct,1583301500,14,2219960,Apartment 16-60,OCEANSIDE
CONAM Management Corporation,,1730 3rd Avenue,San Diego,92101,direct,5332721200,155,34433013,,SAN DIEGO
CONAM Management Corporation,,4105 Georgia Street,San Diego,92103,direct,4455023600,31,4250000,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,1985 National Avenue,San Diego,92113,direct,5385111000,93,14571561,,SAN DIEGO
CONAM Management Corporation,,2129 Coronado Avenue,San Diego,92154,direct,6340103000,50,4197537,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,1715 Orion Avenue,Chula Vista,91913,direct,6430605900,87,8126690,Apartment 61+,""
CONAM Management Corporation,,4054 43rd Street,San Diego,92105,direct,4714513100,11,2490716,Apartment 5-15,SAN DIEGO
CONAM Management Corporation,,315 Acacia Ave,Carlsbad,92008,direct,2042400400,24,10874633,Apartment 16-60,CARLSBAD
CONAM Management Corporation,,493 Beaumont Glen,Escondido,92026,direct,2262012200,184,18332500,Apartment 61+,ESCONDIDO
CONAM Management Corporation,,4150 Bonillo Drive,San Diego,92115,direct,4732202700,42,6664173,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,1734 Solstice Avenue,Chula Vista,91913,direct,6430606000,123,10808698,Apartment 61+,CHULA VISTA
CONAM Management Corporation,,5003 Imperial Avenue,San Diego,92113,direct,5482423000,2,0,,SAN DIEGO
CONAM Management Corporation,,8201 Merge Avenue,San Diego,92129,direct,3064243100,47,9156295,Apartment 16-60,""
CONAM Management Corporation,,1425 C Street,San Diego,92101,direct,5342101200,44,4891688,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,7720 Belden Street,San Diego,92111,direct,4204510500,120,0,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,13533 Zinnia Hills Place,San Diego,92130,direct,3050212000,108,14745472,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,2350 Russell Parkway,San Diego,92108,direct,6774202804,1,14412393,,""
CONAM Management Corporation,,4754 Logan Avenue,San Diego,92113,direct,5476013100,54,6033993,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,567 Canyon Drive,Oceanside,92054,direct,1490401700,70,3527410,Apartment 61+,OCEANSIDE
CONAM Management Corporation,,4061 Fairmount Avenue,San Diego,92105,direct,4714612700,75,12028481,Apartment 61+,""
CONAM Management Corporation,,935 Laguna Dr,Carlsbad,92008,direct,2032012900,45,12012488,Apartment 16-60,CARLSBAD
CONAM Management Corporation,,13001 Bowron Road,Poway,92064,direct,3174741000,60,10996853,,POWAY
CONAM Management Corporation,,8616 Fanita Drive,Santee,92071,direct,3861925100,48,7075775,Apartment 16-60,SANTEE
CONAM Management Corporation,,1000 Chinquapin Ave,Carlsbad,92008,direct,2060502300,44,7736627,Apartment 16-60,CARLSBAD
CONAM Management Corporation,,3555 Glen Avenue,Carlsbad,92010,direct,1683601112,1,611601,Condo,CARLSBAD
CONAM Management Corporation,,13250 Civic Center Drive,Poway,92064,direct,3174731800,92,0,Apartment 61+,POWAY
CONAM Management Corporation,,1821 Escondido Blvd.,Escondido,92025,direct,2362607900,1,3072134,,ESCONDIDO
CONAM Management Corporation,,3836 Alabama Street,San Diego,92104,direct,4530124700,1,661008,,SAN DIEGO
CONAM Management Corporation,,6525 Rancho Del Sol Way,San Diego,92130,direct,3052906000,28,4934178,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,,854 Vine Street,Oceanside,92054,direct,1504500100,96,12639840,Apartment 61+,OCEANSIDE
CONAM Management Corporation,,3412 Beyer Blvd,San Diego,92173,direct,6370211900,1,4366413,,SAN YSIDRO
CONAM Management Corporation,,7251 Naval Way,San Diego,92126,direct,3415010100,180,32732697,Apartment 61+,SAN DIEGO
CONAM Management Corporation,,4651 Red Bluff Place,Carlsbad,92010,direct,1683100500,106,11951517,Apartment 61+,CARLSBAD
CONAM Management Corporation,,301 North Santa Fe Avenue,Vista,92084,direct,2600723400,67,4505498,,ENCINITAS
CONAM Management Corporation,,1119 Tremont Street,Oceanside,92054,direct,1520150300,17,892245,Apartment 16-60,OCEANSIDE
CONAM Management Corporation,,9560 Via Zapador,Santee,92071,direct,3840206400,44,5452755,Apartment 16-60,SANTEE
CONAM Management Corporation,,6847 Potomac Street,San Diego,92139,direct,5822701500,172,34121756,,SAN DIEGO
CONAM Management Corporation,,12759 Seabreeze Farms Drive,San Diego,92130,direct,3051022400,1,1656126,Single Family,SAN DIEGO
CONAM Management Corporation,,351 Tamarack Ave,Carlsbad,92008,direct,2060203100,27,5893410,Apartment 16-60,CARLSBAD
CONAM Management Corporation,,13481 Silver Ivy Lane,San Diego,92129,direct,7602510100,21,2449299,Apartment 16-60,SAN DIEGO
CONAM Management Corporation,900 F Street,900 F St,San Diego,92101,apartments.com,5343361000,115,21170208,Apartment 61+,SAN DIEGO
CONAM Management Corporation,Elan Avante Apartments,8515 Chloe Ave,La Mesa,91942,apartments.com,4902931500,86,15022946,Apartment 61+,LA MESA
CONAM Management Corporation,Elan Mesa Lofts,7491 Collins Ave,La Mesa,91942,apartments.com,4640402500,26,4465230,Apartment 16-60,LA MESA
CONAM Management Corporation,Market Street Village,699 14th St,San Diego,92101,apartments.com,5351441500,230,82022724,Apartment 61+,SAN DIEGO
CONAM Management Corporation,Mission Hills Apartments,4021 Falcon St,San Diego,92103,apartments.com,4444131300,50,13370308,,SAN DIEGO
CONAM Management Corporation,Modica Family Apartments,5255 Mount Etna Dr,San Diego,92117,apartments.com,3616611200,0,0,,SAN DIEGO
CONAM Management Corporation,Montecito Point,4179 3rd Ave,San Diego,92103,apartments.com,4445122000,72,22957023,Apartment 61+,SAN DIEGO
CONAM Management Corporation,Naranja Apartments,5256 Naranja St,San Diego,92114,apartments.com,5480511000,138,8162022,Apartment 61+,SAN DIEGO
CONAM Management Corporation,Pacific Cove,4025 Oakcrest Dr,San Diego,92105,apartments.com,4715301100,1,251277,Single Family,SAN DIEGO
CONAM Management Corporation,Parco,800 B Ave,National City,91950,apartments.com,5372522500,1,127476,Single Family,CORONADO
CONAM Management Corporation,Park Bonita,3511-3549 Valley Rd,Bonita,91902,apartments.com,5913701900,108,17057592,Apartment 61+,BONITA
CONAM Management Corporation,Prado Apartments,6304 Rancho Mission Rd,San Diego,92108,apartments.com,4340404200,282,13502295,Apartment 61+,SAN DIEGO
CONAM Management Corporation,Studio 15,1475 Imperial Ave,San Diego,92101,apartments.com,5356210100,275,16122557,Apartment 61+,SAN DIEGO
CONAM Management Corporation,Symphony at Del Sur,16610 Templeton St,San Diego,16610,apartments.com,,,,,
CONAM Management Corporation,Terraces at La Jolla Village,8861 Villa La Jolla Dr,La Jolla,92037,apartments.com,3442902230,54,28385106,Condo,LA JOLLA
CONAM Management Corporation,The MINN,1905 Broadway,San Diego,92102,apartments.com,5343710100,91,12617000,Apartment 61+,SAN DIEGO
CONAM Management Corporation,Vela Apartments,7847 Mission Gorge Rd,Santee,92071,apartments.com,3832610200,113,34722472,Apartment 61+,SANTEE
