pmc_name,name,street_address,city,zip5,source,APN,total_units,assessed_value,landuse_label,SITUS_COMM
Property West Residential,Elan Glover Court,515 Glover Ave,Chula Vista,91910,apartments.com,5730102200,22,3544643,Apartment 16-60,CHULA VISTA
Property West Residential,Elan Loma Highlands,2185 Chatsworth Blvd,San Diego,92107,apartments.com,4496111400,28,3963085,Apartment 16-60,SAN DIEGO
Property West Residential,Elan Pacific Palms,4827 Niagara Ave,San Diego,92107,apartments.com,4482913600,9,1356144,Apartment 5-15,SAN DIEGO
Property West Residential,Elan Sevilla,1301 Medical Center Dr,Chula Vista,91911,apartments.com,6411220100,156,37740199,Apartment 61+,CHULA VISTA
Property West Residential,Elan The Park,4929 Del Monte Ave,San Diego,92107,apartments.com,4481712800,20,2618892,Apartment 16-60,SAN DIEGO
Property West Residential,Elan The Plaza,4955 Narragansett Ave,San Diego,92107,apartments.com,4481723200,24,3204603,Apartment 16-60,SAN DIEGO
Property West Residential,Elan View Pointe,54 Woodlawn Ave,Chula Vista,91910,apartments.com,5652904300,37,5602170,Apartment 16-60,CHULA VISTA
Property West Residential,Elan Villa Parq,56 4th Ave,Chula Vista,91910,apartments.com,5651403100,53,12574944,Apartment 16-60,CHULA VISTA
"R.A. Snyder Properties, Inc.",230 Church,230 Church Ave,Chula Vista,91910,apartments.com,5680712500,31,7414064,Apartment 16-60,CHULA VISTA
"R.A. Snyder Properties, Inc.",611 Highland,611 Highland Ave,National City,91950,apartments.com,5564111000,19,8644500,,NATIONAL CITY
"R.A. Snyder Properties, Inc.",Arbor Crest on Fourth,4186 4th Ave,San Diego,92103,apartments.com,4445121200,50,16354245,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Azalea Garden Apartments,3776 Herman Ave,San Diego,92104,apartments.com,4531641700,55,3850258,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Balboa Plaza,6699 Beadnell Way,San Diego,92117,apartments.com,3625804200,85,3168982,Apartment 61+,SAN DIEGO
"R.A. Snyder Properties, Inc.",Bonita Woods,6850-6890 Doriana St,San Diego,92139,apartments.com,5822701900,54,2073501,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Canyon Breeze,318 W Robinson Ave,San Diego,92103,apartments.com,4520132200,31,2292040,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Casa Aldea at University City Village,6132 Gullstrand St,San Diego,92122,apartments.com,,,,,
"R.A. Snyder Properties, Inc.",Elan Baylofts,1450-1472 Pacific Beach Dr,San Diego,92109,apartments.com,4232821100,25,7759705,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Elan Beachcomber La Jolla,8115 El Paseo Grande,La Jolla,92037,apartments.com,3462820500,16,3041618,Apartment 16-60,LA JOLLA
"R.A. Snyder Properties, Inc.",Elan Beachhouse Del Mar,2515 Camino Del Mar,Del Mar,92014,apartments.com,2990631700,14,1838293,Apartment 5-15,DEL MAR
"R.A. Snyder Properties, Inc.",Elan Beachlofts,852 Chalcedony St,Pacific Beach,92109,apartments.com,4154622100,10,1908701,Apartment 5-15,SAN DIEGO
"R.A. Snyder Properties, Inc.",Elan Bella Mer Coronado,220 Orange Ave,Coronado,92118,apartments.com,5361522300,15,3718473,Apartment 5-15,CORONADO
"R.A. Snyder Properties, Inc.",Elan Luxo II,1907 Columbia St,San Diego,92101,apartments.com,5335821900,40,24071224,,SAN DIEGO
"R.A. Snyder Properties, Inc.",Elan Pacific Lofts,4467 Dawes St,Pacific Beach,92109,apartments.com,4230541700,23,5792194,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Elan Poway Hills,13635 Cynthia Ln,Poway,13635,apartments.com,3171223000,23,5563841,Apartment 16-60,POWAY
"R.A. Snyder Properties, Inc.",Elan Sandpiper Del Mar,833 S Cedros Ave,Solana Beach,92075,apartments.com,2984202500,52,3762567,Apartment 16-60,SOLANA BEACH
"R.A. Snyder Properties, Inc.",Elan Sandrock Place,3443 Sandrock Rd,San Diego,92123,apartments.com,4212040300,28,5284465,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Elan Scripps Terrace,10940 Scripps Ranch Blvd,San Diego,10940,apartments.com,3191801400,67,16528669,Apartment 61+,SAN DIEGO
"R.A. Snyder Properties, Inc.",Elan Solana Pointe,766 S Nardo Ave,Solana Beach,92075,apartments.com,2984303300,32,9117403,Apartment 16-60,SOLANA BEACH
"R.A. Snyder Properties, Inc.",Elan Terraza La Jolla,5155-5158 Luigi Ter,San Diego,92122,apartments.com,3480107500,60,24064859,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Granada Terrace Apartments,1917 F Ave,National City,91950,apartments.com,5601922100,83,15153834,Apartment 61+,NATIONAL CITY
"R.A. Snyder Properties, Inc.",Hillcrest Place,3955 7th Ave,San Diego,92103,apartments.com,4446831400,41,9506630,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",La Jolla View,4158 Decoro St,San Diego,92122,apartments.com,3487501000,160,4950601,Apartment 61+,SAN DIEGO
"R.A. Snyder Properties, Inc.",Loma Portal,3131 Cauby St,San Diego,92110,apartments.com,4508021000,100,2942091,Apartment 61+,SAN DIEGO
"R.A. Snyder Properties, Inc.",Oak Creek,12455 Oak Knoll Rd,Poway,12455,apartments.com,,,,,
"R.A. Snyder Properties, Inc.",Pacific Gardens Genesee,8148 Genesee Ave,San Diego,92122,apartments.com,3487500400,156,38299333,Apartment 61+,SAN DIEGO
"R.A. Snyder Properties, Inc.",Pakeva,5310 Adobe Falls Rd,San Diego,92120,apartments.com,4624401700,100,23589360,Apartment 61+,SAN DIEGO
"R.A. Snyder Properties, Inc.",Parkline North Park,4250 Oregon St,San Diego,92104,apartments.com,4454220300,94,33210571,,""
"R.A. Snyder Properties, Inc.",Pinewood Apartments,1104 Palm Ave,National City,91950,apartments.com,5572502200,52,1929999,Apartment 16-60,NATIONAL CITY
"R.A. Snyder Properties, Inc.",Plaza 1640,1640 E Plaza Blvd,National City,91950,apartments.com,5574102400,91,5035019,Hotel/Motel,NATIONAL CITY
"R.A. Snyder Properties, Inc.",Potomac Square Apartments,6325-6383 Potomac St,San Diego,92139,apartments.com,5881002300,8,738335,Apartment 5-15,SAN DIEGO
"R.A. Snyder Properties, Inc.",Rancho Bonita,6909-6957 Alcona St,San Diego,92139,apartments.com,5822701100,126,6002653,Apartment 61+,SAN DIEGO
"R.A. Snyder Properties, Inc.",South Park Place,2915 E St,San Diego,92102,apartments.com,5395922500,0,501572,,SAN DIEGO
"R.A. Snyder Properties, Inc.",Sunshine Apartments,2115-2145 G Ave,National City,91950,apartments.com,5603202700,48,2301041,Apartment 16-60,NATIONAL CITY
"R.A. Snyder Properties, Inc.",The Abington,3918 Arizona St,San Diego,92104,apartments.com,4456921800,48,21786602,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Village View,8155 Cargill Ave,San Diego,92122,apartments.com,3487500900,26,904481,Apartment 16-60,SAN DIEGO
"R.A. Snyder Properties, Inc.",Whispering Pines,4085-4089 Nobel Dr,San Diego,92122,apartments.com,3487500100,60,2022993,Apartment 16-60,SAN DIEGO
"R.W. Selby & Company, Inc.",Apex Mission Valley,7084-7148 Friars Rd,San Diego,92108,apartments.com,4372915000,1,32834618,,SAN DIEGO
"R.W. Selby & Company, Inc.",Nobel Court,3707 Nobel Dr,San Diego,92122,apartments.com,3451903500,267,126876780,Apartment 61+,SAN DIEGO
RPM,800 Broadway,800 Broadway,San Diego,92101,apartments.com,5341840300,389,199027213,,SAN DIEGO
RPM,Current,1551 Union St,San Diego,92101,apartments.com,5333420200,144,76417380,,SAN DIEGO
RPM,Monroe,3090 Polk Ave,San Diego,92104,apartments.com,4463213200,0,3963611,,SAN DIEGO
RPM,Radian,675 9th Ave,San Diego,92101,apartments.com,5351360100,241,126050391,,SAN DIEGO
Retirement Housing Foundation,Pacific Beach Shores,4820 Cass St,San Diego,92109,apartments.com,4154900200,0,322249,,SAN DIEGO
River Oaks Management Inc.,Mr Robinson Lofts,3752 Park Blvd,San Diego,92103,apartments.com,4522005600,38,4751071,,SAN DIEGO
River Oaks Management Inc.,Pharus Plaza,1034 Broadway,Chula Vista,91911,apartments.com,6181103200,2,2314313,,CHULA VISTA
Sares-Regis Group,Casa Estilo,795 Third Ave,Chula Vista,91910,apartments.com,5733203900,0,1207304,,CHULA VISTA
Sares-Regis Group,Toscana at Rancho Del Rey,841-855 Regulo Pl,Chula Vista,91910,apartments.com,6423920200,72,18914127,Apartment 61+,CHULA VISTA
Sares-Regis Group,Urbana,393 H St,Chula Vista,91910,apartments.com,5922000100,1,26260429,,CHULA VISTA
"Solari Enterprises, Inc.",The Helm - Affordable Housing,191 W Beech St,San Diego,92101,apartments.com,,,,,
Strat Property Management,3550 Park,3550 Park Blvd,San Diego,92103,apartments.com,4523632500,24,8530436,Apartment 16-60,SAN DIEGO
Strat Property Management,3755-3771 Ingraham St,3755-3771 Ingraham St,San Diego,92109,apartments.com,4245512100,16,3937123,Apartment 16-60,SAN DIEGO
Strat Property Management,3833 Jewell St,3833 Jewell St,San Diego,92109,apartments.com,4245310900,19,8569254,Apartment 16-60,SAN DIEGO
Strat Property Management,Above the Boulevard,4319 Mississippi St,San Diego,92104,apartments.com,4453321100,21,5851005,Apartment 16-60,SAN DIEGO
Strat Property Management,City Lofts,2230 Albatross St,San Diego,92101,apartments.com,5331550700,20,5424480,Apartment 16-60,SAN DIEGO
Strat Property Management,First and Pennsylvania Apartments,3677 First Ave,San Diego,92103,apartments.com,4522842200,34,4705267,Apartment 16-60,SAN DIEGO
Strat Property Management,Pine Terrace Apartments,2960 Clairemont Dr,San Diego,92117,apartments.com,4257100500,38,4400630,Apartment 16-60,SAN DIEGO
Strat Property Management,Redwood Terrace,225 Redwood St,San Diego,92103,apartments.com,4526270800,37,3416733,Apartment 16-60,SAN DIEGO
Strat Property Management,Strauss on Fifth,3534 5th Ave,San Diego,92103,apartments.com,4524061600,0,1361074,,SAN DIEGO
Strat Property Management,Villa Marquette,4191 Cleveland Ave,San Diego,92103,apartments.com,4454702800,22,2679077,Apartment 16-60,SAN DIEGO
Sunrise Management,Angelina Terrace,181 E Orange Ave,Chula Vista,91911,apartments.com,6244012900,76,8212342,Apartment 61+,CHULA VISTA
Sunrise Management,Barracuda Apartments,4188 5th Ave,San Diego,92103,apartments.com,4447102000,14,1222187,Apartment 5-15,SAN DIEGO
Sunrise Management,Canyon Park,9555 Genesee Ave,San Diego,92121,apartments.com,3431402200,48,5859327,Apartment 16-60,SAN DIEGO
Sunrise Management,Casa La Mesa,4395 70th St,La Mesa,91942,apartments.com,4695201800,105,9065418,Apartment 61+,LA MESA
Sunrise Management,Casa Madrid,240 Quintard St,Chula Vista,91911,apartments.com,6230605700,88,18750000,Apartment 61+,CHULA VISTA
Sunrise Management,Casas by the Sea,5060 La Jolla Blvd,San Diego,92109,apartments.com,4156400900,30,6264299,Apartment 16-60,SAN DIEGO
Sunrise Management,Citrino,6916 Fulton St,San Diego,92111,apartments.com,4312500400,47,14389446,Apartment 16-60,SAN DIEGO
Sunrise Management,Dezi,2696 Mission Village Dr,San Diego,92123,apartments.com,4292821300,1,628626,,SAN DIEGO
Sunrise Management,Gardens Apartments,5544 Balboa Arms Dr,San Diego,92117,apartments.com,3612611000,94,26043544,Apartment 61+,SAN DIEGO
Sunrise Management,Kelvin,7950 Broadway,Lemon Grove,91945,apartments.com,4801121200,1,551699,,LEMON GROVE
Sunrise Management,Las Palmas Apartments,5275 Monroe Ave,San Diego,92115,apartments.com,4720221500,39,9272014,Apartment 16-60,SAN DIEGO
Sunrise Management,Mellmanor Apartments,8750 Mellmanor Dr,La Mesa,91942,apartments.com,4902701900,170,12572387,Apartment 61+,LA MESA
Sunrise Management,Melrose Canyon,4053 8th Ave,San Diego,92103,apartments.com,4445602500,52,3904102,Apartment 16-60,SAN DIEGO
Sunrise Management,Mission Arbor Apartments,4555 Vandever,San Diego,92120,apartments.com,4610303700,47,6326509,Apartment 16-60,SAN DIEGO
Sunrise Management,Park Diplomat,1707 Essex St,San Diego,92103,apartments.com,4522006500,0,471734,,SAN DIEGO
Sunrise Management,Parkview Terrace,4103-4125 54th Pl,San Diego,92105,apartments.com,4722900500,100,7504851,Apartment 61+,SAN DIEGO
Sunrise Management,Surfcaster Apartments,5050 Niagara Ave,San Diego,92107,apartments.com,4480813200,29,2386698,Apartment 16-60,SAN DIEGO
Sunrise Management,The Noble,2420 B St,San Diego,92102,apartments.com,5341422300,24,7959060,Apartment 16-60,SAN DIEGO
Sunrise Management,The Orchard Senior Apartments (55+),4040-4080 Hancock St,San Diego,92110,apartments.com,7601025600,275,29289340,Apartment 61+,SAN DIEGO
Sunrise Management,The Park,4075 Park Blvd,San Diego,92103,apartments.com,4455512700,47,32459414,,SAN DIEGO
Sunrise Management,The Plaza,1438-1448 E 8th St,National City,91950,apartments.com,5571800500,16,2148945,Apartment 16-60,NATIONAL CITY
Sunrise Management,The Sands,13524 Hilleary Pl,Poway,13524,apartments.com,3171103400,22,6962557,Apartment 16-60,POWAY
Sunrise Management,The Warwick,606 Washington St,San Diego,92103,apartments.com,4445332200,81,38567628,Apartment 61+,SAN DIEGO
Sunrise Management,Torrey Pines Village,8939 Lombard Pl,San Diego,92122,apartments.com,3450900500,135,7186146,Apartment 61+,SAN DIEGO
Sunrise Management,Villa Morocco,5545 Morro Way,La Mesa,91942,apartments.com,4645304900,106,4611639,Apartment 61+,LA MESA
Sunrise Management,Villa Pacifica,3630 6th Ave,San Diego,92103,apartments.com,4522830800,64,8478268,Apartment 61+,SAN DIEGO
Sunrise Management,Village Apartments,7004-7082 Eastman St,San Diego,92111,apartments.com,4312400100,16,239068,Apartment 16-60,SAN DIEGO
Sunrise Management,Viridian Lofts,1014 Fifth Ave,San Diego,92101,apartments.com,5335250500,1,9980176,,SAN DIEGO
Sunrise Management,WELCOME HOME,4776 Lamont St,San Diego,92109,apartments.com,4164412000,20,1088407,Apartment 16-60,SAN DIEGO
The Prime Company,6nineteen,6213 Montezuma Rd,San Diego,92115,apartments.com,4671712800,243,10487955,,SAN DIEGO
The REMM Group,Mesa Village Apartments,11355 Zapata Ave,San Diego,11355,apartments.com,3092600200,112,11131637,Apartment 61+,SAN DIEGO
The REMM Group,Mesa Vista Apartment Homes,7980 Linda Vista Rd,San Diego,92111,apartments.com,4204505000,88,8632459,Apartment 61+,SAN DIEGO
The REMM Group,Shasta Lane Apartments,5560 Shasta Ln,La Mesa,91942,apartments.com,4642921800,98,8848213,Apartment 61+,LA MESA
Torrey Pines Property Management,Aztec Lofts,6159 Montezuma Rd,San Diego,92115,apartments.com,4671622200,8,1602947,Apartment 5-15,SAN DIEGO
Torrey Pines Property Management,Bonita Heights Apartments,5151 Robinwood Rd,Bonita,91902,apartments.com,5892303100,70,7935198,Apartment 61+,BONITA
Torrey Pines Property Management,Bridgeview Apartments,2925-2945 Broadway,San Diego,92102,apartments.com,5395912400,10,671104,Apartment 5-15,SAN DIEGO
Torrey Pines Property Management,Catalina Pacific Apartments,2660-2674 Hornblend St,San Diego,92109,apartments.com,4241112000,8,1594110,Apartment 5-15,SAN DIEGO
Torrey Pines Property Management,Cornerstone Lofts,302 E Island Ave,San Diego,92101,apartments.com,5350811200,42,5530518,Apartment 16-60,SAN DIEGO
Torrey Pines Property Management,Emerald Manor Apartments,1930 Emerald St,San Diego,92109,apartments.com,4165322000,8,477044,Apartment 5-15,SAN DIEGO
Torrey Pines Property Management,Golden Pacific Apartments,1015-1095 19th St,San Diego,92102,apartments.com,5342541700,54,13969998,Apartment 16-60,SAN DIEGO
Torrey Pines Property Management,Greystone Lofts,303-319 Market,San Diego,92101,apartments.com,5350811100,37,6764062,Apartment 16-60,SAN DIEGO
Torrey Pines Property Management,La Jolla West Wind,7601 Eads Ave,La Jolla,92037,apartments.com,3504610700,12,3096395,Apartment 5-15,LA JOLLA
Torrey Pines Property Management,La Mesa Gardens,8633 La Mesa Blvd,La Mesa,91942,apartments.com,4943000200,100,11021278,Apartment 61+,LA MESA
Torrey Pines Property Management,Mission Pacific,4454 44th St,San Diego,92115,apartments.com,4710311700,132,29893158,Apartment 61+,SAN DIEGO
Torrey Pines Property Management,Ocean Palms Apartments,1346 Grand Ave,San Diego,92109,apartments.com,4231712300,26,10661955,Apartment 16-60,SAN DIEGO
Torrey Pines Property Management,San Remo Court,540 Naples St,Chula Vista,91911,apartments.com,6181522400,33,3462344,Apartment 16-60,CHULA VISTA
Torrey Pines Property Management,Talmadge Pacific Apartments,4470 Euclid Ave,San Diego,92115,apartments.com,4711220300,21,3072402,Apartment 16-60,SAN DIEGO
Torrey Pines Property Management,The Pacific At Mission Bay,2636 Grand Ave,San Diego,92109,apartments.com,4241123200,113,27405401,Apartment 61+,SAN DIEGO
Torrey Pines Property Management,The Quarry Apartments,4330-4350 Palm Ave,La Mesa,91941,apartments.com,4946413300,60,16286885,Apartment 16-60,LA MESA
Torrey Pines Property Management,Village Apartments,5500 Morro Way,La Mesa,91942,apartments.com,4645305600,90,2942097,Apartment 61+,LA MESA
Torrey Pines Property Management,Volterra Apartments,9071 Dallas St,La Mesa,91942,apartments.com,4856001700,94,24968998,Apartment 61+,LA MESA
Torrey Pines Property Management,Windsor Apartments,1808 3rd Ave,San Diego,92101,apartments.com,5332830700,27,367757,Apartment 16-60,SAN DIEGO
Trinity Property Consultants,Arrive Clairemont,6363 Beadnell Way,San Diego,92117,apartments.com,3623801800,94,32616540,Apartment 61+,SAN DIEGO
Trinity Property Consultants,Arrive Mission Valley,5395 Napa St,San Diego,92110,apartments.com,4365000400,1,12432780,,SAN DIEGO
Trinity Property Consultants,ReNew Serra Mesa,3454 Ruffin Rd,San Diego,92123,apartments.com,4212301600,44,13317120,Apartment 16-60,SAN DIEGO
Trinity Property Consultants,ReNew Summit,2660 Alpine Blvd,Alpine,91901,apartments.com,4033102200,108,27959221,Apartment 61+,ALPINE
UDR,13th &amp; Market,1330-1350 Market St,San Diego,92101,apartments.com,5351450900,264,100418691,,SAN DIEGO
UDR,Strata,969-969 Market St,San Diego,92101,apartments.com,5351360400,1,406866,,SAN DIEGO
Universe Holdings,Chateau Spring Hill Apartments,4341 Spring St,La Mesa,91941,apartments.com,4946413500,94,10697453,Apartment 61+,LA MESA
Universe Holdings,Serena Vista Apartment Homes,5810 Amaya Dr,La Mesa,91942,apartments.com,4866703800,110,37676106,Apartment 61+,LA MESA
Walsh & Company,Campus Village Apartments,5925 El Cajon Blvd,San Diego,92115,apartments.com,4667503700,49,13386557,Apartment 16-60,SAN DIEGO
Wasatch Group,Eucalyptus Grove&nbsp;Apartments,67 E Flower St,Chula Vista,91910,apartments.com,5662801100,1,166488,Single Family,CHULA VISTA
Waterton,Veranda La Mesa,5353 Baltimore Dr,La Mesa,91942,apartments.com,4642726200,106,37980094,Apartment 61+,LA MESA
Whittington Property Management,402 Arbor Dr,402 Arbor Dr,San Diego,92103,apartments.com,4447202900,14,2295902,Apartment 5-15,SAN DIEGO
Whittington Property Management,Antone Apartments,4052 1/2 Brant St,San Diego,92103,apartments.com,4444520600,6,1456265,Apartment 5-15,SAN DIEGO
Whittington Property Management,Canyonwood Apartments,1830 Upas St,San Diego,92103,apartments.com,4533410300,41,9625460,Apartment 16-60,SAN DIEGO
Whittington Property Management,Diplomat Apartments,6621 Montezuma Rd,San Diego,92115,apartments.com,4681700100,48,5473578,Apartment 16-60,SAN DIEGO
Whittington Property Management,Hardy Apartments,5584 Hardy Ave,San Diego,92115,apartments.com,4660310500,27,3376921,Apartment 16-60,SAN DIEGO
Whittington Property Management,Lakeview Park Apartments,9135 Mast Blvd,Santee,92071,apartments.com,3800312200,72,13237192,Apartment 61+,SANTEE
Whittington Property Management,Love Where You Live,1616 Guy St,San Diego,92103,apartments.com,4512231500,32,4757356,Apartment 16-60,SAN DIEGO
Whittington Property Management,Point Loma Bay Apartments,2440-2449 Soto St,San Diego,92107,apartments.com,4491201200,33,1180060,Apartment 16-60,SAN DIEGO
Whittington Property Management,"Silverado Apartments, a 55+ Community",805 Valley Ave,Solana Beach,92075,apartments.com,2981643000,79,5439075,Apartment 61+,SOLANA BEACH
Whittington Property Management,Town Center Apts,10233 Mission Gorge Rd,Santee,10233,apartments.com,3840810100,154,2911135,Apartment 61+,SANTEE
Whittington Property Management,University Crest Apartments,1025 W University Ave,San Diego,92103,apartments.com,4446040100,1,106067,Single Family,SAN DIEGO
Whittington Property Management,Woodman Village,6935 Paradise Valley Rd,San Diego,92139,apartments.com,5822701200,148,14637680,Apartment 61+,SAN DIEGO
Willow Bridge,Casa Lago Eastlake,2816 Cielo Circulo,Chula Vista,91915,apartments.com,6437800700,0,0,,CHULA VISTA
Willow Bridge,Nova Apartment Homes,707-777 G St,San Diego,92101,apartments.com,5357005213,1,1077249,Condo,SAN DIEGO
Willow Bridge,Veranda La Jolla,3845 Nobel Dr,San Diego,92122,apartments.com,3451203900,0,0,,SAN DIEGO
